"Name","Academic","EloScore","EloRank"
"Rattus_norvegicus","One/two/three-year technical/university degree",1359,48
"Rhinopithecus_roxellana","One/two/three-year technical/university degree",1317.3,36
"Rhyticeros_cassidix","One/two/three-year technical/university degree",1416.1,73
"Romalea_microptera","One/two/three-year technical/university degree",1413,78
"Saiga_tatarica","One/two/three-year technical/university degree",1469.9,116
"Sarcophilus_harrisii","One/two/three-year technical/university degree",1575,145
"Spalax","One/two/three-year technical/university degree",1537.2,138
"Spheniscus_humboldti","One/two/three-year technical/university degree",1214.7,29
"Stephanoaetus_coronatus","One/two/three-year technical/university degree",1514.1,101
"Strophurus","One/two/three-year technical/university degree",1507.6,74
"Struthio_camelus","One/two/three-year technical/university degree",1686.7,174
"Sula_nebouxii","One/two/three-year technical/university degree",1457.4,88
"Sula_sula","One/two/three-year technical/university degree",1456.6,79
"Suricata_suricatta","One/two/three-year technical/university degree",1288.5,41
"Sus_scrofa","One/two/three-year technical/university degree",1518.3,125
"Tapirus_indicus","One/two/three-year technical/university degree",1378.7,42
"Taricha_torosa","One/two/three-year technical/university degree",1409.9,90
"Tauraco_leucotis","One/two/three-year technical/university degree",1173.7,8
"Testudo_hermanni","One/two/three-year technical/university degree",1140.4,5
"Thalassarche_cauta","One/two/three-year technical/university degree",1508.3,124
"Theropithecus_gelada","One/two/three-year technical/university degree",1642.5,179
"Thomisus_onustus","One/two/three-year technical/university degree",1779,181
"Tockus_flavirostris","One/two/three-year technical/university degree",1510,130
"Trichosurus_vulpecula","One/two/three-year technical/university degree",1492.2,98
"Ursus_arctos_horribilis","One/two/three-year technical/university degree",1684.5,175
"Ursus_maritimus","One/two/three-year technical/university degree",1639.5,173
"Ursus_thibetanus","One/two/three-year technical/university degree",1678.6,182
"Varecia_rubra","One/two/three-year technical/university degree",1464.3,66
"Varecia_variegata","One/two/three-year technical/university degree",1401.9,72
"Vespula_germanica","One/two/three-year technical/university degree",1605.8,162
"Vicugna_pacos","One/two/three-year technical/university degree",1351.1,47
"Vicugna_pacos2","One/two/three-year technical/university degree",1295.9,51
"Vicugna_vicugna","One/two/three-year technical/university degree",1238.2,19
"Vipera_ammodytes","One/two/three-year technical/university degree",1817.2,214
"Vipera_aspis","One/two/three-year technical/university degree",1809.4,208
"Vulpes_zerda","One/two/three-year technical/university degree",1312.4,44
"Zamenis_longissimus","One/two/three-year technical/university degree",1838,197
"Zoropsis_spinimana","One/two/three-year technical/university degree",1727.1,205
"Acinonyx_jubatus","Other",1524.4,124
"Acinonyx_jubatus2","Other",1705.4,191
"Acryllium_vulturinum","Other",1458.1,92
"Aepyceros_melampus","Other",1505.7,103
"Aepyceros_melampus2","Other",1295.9,27
"Agalychnis_callidryas","Other",1301.9,29
"Ailuropoda_melanoleuca","Other",1332.4,38
"Ailurops_ursinus","Other",1505,121
"Ailurus_fulgens","Other",1277.6,16
"Alligator_mississippiensis","Other",1766.6,208
"Amblyrhynchus_cristatus","Other",1449.1,84
"Aonyx_cinereus","Other",1410.2,64
"Aonyx_cinereus2","Other",1278.6,19
"Aquila_chrysaetos","Other",1519.3,136
"Ara_ararauna","Other",1155.8,5
"Ara_chloropterus","Other",1149.8,4
"Arctocephalus forsteri","Other",1467.2,91
"Arctocephalus_forsteri2","Other",1410.1,74
"Artibeus_planirostris","Other",1643.9,193
"Asio_flammeus","Other",1263.2,14
"Ateles_hybridus","Other",1478.4,100
"Ateles_paniscus","Other",1279.3,24
"Athene_noctua","Other",1381.3,35
"Athene_noctua2","Other",1273.7,18
"Athene_noctua3","Other",1307.5,26
"Balaeniceps_rex","Other",1486,112
"Bison_bonasus","Other",1629.8,165
"Bison_bonasus2","Other",1818.7,219
"Boa_constrictor","Other",1664.7,176
"Bubo_bubo","Other",1383.6,52
"Bubo_bubo2","Other",1373.4,46
"Bubo_scandiacus","Other",1426,90
"Bufonidae","Other",1488.1,107
"Buprestidae","Other",1542.9,150
"Buteo_galapagoensis","Other",1500.7,109
"Cairina_moschata","Other",1364.6,53
"Calliphora_vomitoria","Other",1660.9,189
"Callithrix_argentata","Other",1491.6,99
"Callithrix_penicillata","Other",1341.7,30
"Calloselasma rhodostoma","Other",1688.4,192
"Canis_lupus","Other",1434.1,85
"Canis_lupus_familiaris","Other",1627.4,167
"Canis_lupus_familiaris2","Other",1126.1,1
"Carlito_syrichta","Other",1502.5,133
"Centurio_senex","Other",1800.5,216
"Cerdocyon_thous","Other",1456.1,96
"Chelonoidis_porteri","Other",1439.2,80
"Choloepus_didactylus","Other",1467.4,101
"Choloepus_didactylus2","Other",1339.9,42
"Choloepus_didactylus3","Other",1350.6,39
"Chroicocephalus_scopulinus","Other",1378.7,49
"Columba_livia","Other",1347.3,48
"Conolophus_pallidus","Other",1479.2,82
"Corvus","Other",1400.5,67
"Corvus2","Other",1370.1,45
"Crocodylus_porosus","Other",1746.3,205
"Crocuta_crocuta","Other",1566.6,153
"Crotalus_atrox","Other",1663.3,186
"Crotalus2","Other",1762.4,200
"Cryptoprocto _ferox","Other",1443.2,61
"Cynictis_penicillata","Other",1512.1,98
"Dasypus_novemcinctus","Other",1349.7,44
"Daubentonia_madagascariensis","Other",1795.2,215
"Dendroaspis_angusticeps","Other",1719.1,207
"Desmodus_rotondus","Other",1628.8,181
"Didelphis_virginiana","Other",1423,73
"Equus_caballus","Other",1380.8,41
"Eudyptes chrysolophus","Other",1495,95
"Eudyptes_chrysocome","Other",1345.7,68
"Eulemur _coronatus","Other",1428.2,72
"Eulemur _coronatus2","Other",1358.4,43
"Euphractus _sexcinctus","Other",1510.6,114
"Evarcha_arcuata","Other",1705.7,190
"Felis_catus","Other",1330.8,37
"Felis_silvestris","Other",1172.8,6
"Geronticus_eremita","Other",1383.8,66
"Giraffa_camelopardalis_reticulata","Other",1253.3,9
"Gorilla_Gorilla_Beringei","Other",1557.8,149
"Gorilla_gorilla_gorilla","Other",1604.1,156
"Gulo_gulo","Other",1557.3,152
"Gulo_gulo2","Other",1541.5,139
"Gymnogyps_californianus","Other",1541.3,137
"Gypaetus_barbatus","Other",1590.9,158
"Gypaetus_barbatus2","Other",1445.7,88
"Gyps_rueppelli","Other",1510.7,123
"Haematopus_ater","Other",1339.2,31
"Harpia_Harpyja","Other",1463.1,111
"Helarctos_malayanus","Other",1647.2,178
"Hemicentetes_semispinosus","Other",1509.6,122
"Heterocephalus_glaber","Other",1715.9,197
"Hippopotamus_amphibius","Other",1614.6,161
"Hyaena_hyaena","Other",1658.4,172
"Hyles_euphorbiae","Other",1490.5,113
"Hylobates_agilis","Other",1322.7,50
"Hypsignathus_monstrosus","Other",1561.7,138
"Iguana_iguana","Other",1810.5,214
"Iguana_iguana2","Other",1401.9,65
"Incilius_alvarius","Other",1487.1,87
"Incilius_alvarius2","Other",1398.8,56
"Intellagama_lesueurii","Other",1582.5,159
"Laticauda_laticaudata","Other",1613.6,162
"Laticauda_saintgironsi","Other",1767.6,210
"Lemur_catta","Other",1358.9,55
"Lemur_catta2","Other",1251.1,13
"Leopardus_wiedii","Other",1450.2,86
"Leptailurus_serval","Other",1550.7,141
"Leptoptilos_crumenifer","Other",1461.5,97
"Libellula_quadrimaculata","Other",1535.2,144
"Litoria_infrafrenata","Other",1253.9,10
"Loris_tardigradus","Other",1260.8,11
"Loxodonta_africana","Other",1734.9,201
"Lycaon_pictus","Other",1724.1,195
"Lycaon_pictus2","Other",1541.9,126
"Lynx_rufus","Other",1609,168
"Lynx_rufus2","Other",1672.1,185
"Macaca_fuscata","Other",1551,145
"Macaca_silenus","Other",1556.2,142
"Macronectes_halli","Other",1720.6,196
"Macropus_rufogriseus","Other",1291.1,20
"Malayopython_reticulatus","Other",1567,151
"Malpolon_monspessulanus","Other",1558.9,143
"Mandrillus_sphinx","Other",1541.1,134
"Mandrillus_sphinx2","Other",1773.7,212
"Miopithecus_ogouensis","Other",1390.7,63
"Morelia_spilota","Other",1628.4,169
"Mungos_mungo","Other",1501.2,110
"Muscardinus_avellanarius","Other",1278.2,15
"Mygale","Other",1622,163
"Myocastor_coypus","Other",1462.7,93
"Naja_naja","Other",1791.5,218
"Nasua_narica","Other",1423.3,69
"Nasua_nasua","Other",1451.2,106
"Necrosyrtes_monachus","Other",1470.4,83
"Neofelis_nebulosa","Other",1664.9,183
"Nestor_meridionalis","Other",1529.5,127
"Notechis_scutatus","Other",1795.8,217
"Numida_meleagris","Other",1540.1,130
"Nyctereutes_procyonoides","Other",1506.6,135
"Odonata","Other",1568.5,128
"Odonata2","Other",1508.1,116
"Oryctolagus_cuniculus","Other",1224.8,8
"Oryctolagus_cuniculus2","Other",1094.3,2
"Otocolobus_manul","Other",1500.6,108
"Pamphagidae","Other",1361.9,40
"Pan_paniscus","Other",1543.1,147
"Pan_paniscus2","Other",1435.7,71
"Pan_paniscus3","Other",1386.4,54
"Pan_paniscus4","Other",1289,21
"Pan_troglodytes","Other",1472,89
"Pan_troglodytes2","Other",1607.8,157
"Panthera_leo","Other",1768.4,211
"Panthera_leo2","Other",1644.1,171
"Panthera_leo3","Other",1828.1,220
"Panthera_onca","Other",1718,203
"Panthera_onca_2","Other",1587,166
"Panthera_onca3","Other",1613.8,164
"Panthera_pardus","Other",1654.5,177
"Panthera_pardus_3","Other",1709.7,198
"Panthera_pardus2","Other",1689,188
"Panthera_tigris2","Other",1527.4,146
"Panthera_uncia","Other",1521.9,132
"Papillon","Other",1501.8,105
"Papio_hamadryas","Other",1665.9,180
"Pardofelis_temminckii","Other",1701.7,199
"Petroica_macrocephala","Other",1317.8,34
"Phacochoerus_africanus","Other",1746,206
"Phascolarctos_cinereus","Other",1311.2,23
"Phascolarctos_cinereus2","Other",1185.5,7
"Pholcus_phalangioides","Other",1688.1,187
"Pithecia pithecia","Other",1452,102
"Pithecia pithecia2","Other",1399.6,59
"Plathyrrhinus_fusciventris","Other",1547.7,140
"Podarcis_muralis","Other",1528.9,131
"Pogona_vitticeps","Other",1614.6,154
"Porphyrio_hochstetteri","Other",1484.9,119
"Procyon_lotor","Other",1492.5,125
"Propithecus_coquereli","Other",1446.3,77
"Propithecus_verreauxi","Other",1232.6,12
"Psittacus_erithacus","Other",1301.2,25
"Pteropus_conspicillatus","Other",1511.7,117
"Puma_concolor","Other",1642.7,175
"Python_bivittatus","Other",1734.6,204
"Python_regius","Other",1900.1,221
"Rattus_norvegicus","Other",1504.3,118
"Rhinopithecus_roxellana","Other",1478.4,81
"Rhyticeros_cassidix","Other",1415.7,58
"Romalea_microptera","Other",1391.2,60
"Saiga_tatarica","Other",1445.1,75
"Sarcophilus_harrisii","Other",1565.3,148
"Spalax","Other",1716.4,202
"Spheniscus_humboldti","Other",1327.1,32
"Stephanoaetus_coronatus","Other",1364.9,47
"Strophurus","Other",1503.2,115
"Struthio_camelus","Other",1453.7,78
"Sula_nebouxii","Other",1571.1,129
"Sula_sula","Other",1445.9,79
"Suricata_suricatta","Other",1399,76
"Sus_scrofa","Other",1674,184
"Tapirus_indicus","Other",1317.6,33
"Taricha_torosa","Other",1426.1,70
"Tauraco_leucotis","Other",1107,3
"Testudo_hermanni","Other",1319.9,28
"Thalassarche_cauta","Other",1293.4,22
"Theropithecus_gelada","Other",1770.3,209
"Thomisus_onustus","Other",1590.6,155
"Tockus_flavirostris","Other",1412.2,62
"Trichosurus_vulpecula","Other",1302.5,17
"Ursus_arctos_horribilis","Other",1596.4,173
"Ursus_maritimus","Other",1629.1,174
"Ursus_thibetanus","Other",1579.4,160
"Varecia_rubra","Other",1441.7,120
"Varecia_variegata","Other",1442.7,94
"Vespula_germanica","Other",1653.2,170
"Vicugna_pacos","Other",1504,104
"Vicugna_pacos2","Other",1378.5,51
"Vicugna_vicugna","Other",1333.8,36
"Vipera_ammodytes","Other",1770,213
"Vipera_aspis","Other",1677.4,179
"Vulpes_zerda","Other",1378.5,57
"Zamenis_longissimus","Other",1731.1,194
"Zoropsis_spinimana","Other",1677.3,182
"Acinonyx_jubatus","PhD and more",1667.4,180
"Acinonyx_jubatus2","PhD and more",1740.7,183
"Acryllium_vulturinum","PhD and more",1521.7,136
"Aepyceros_melampus","PhD and more",1377.8,63
"Aepyceros_melampus2","PhD and more",1322.8,44
"Agalychnis_callidryas","PhD and more",1234.3,23
"Ailuropoda_melanoleuca","PhD and more",1309.9,72
"Ailurops_ursinus","PhD and more",1263.3,33
"Ailurus_fulgens","PhD and more",1327.6,62
"Alligator_mississippiensis","PhD and more",2055.8,221
"Amblyrhynchus_cristatus","PhD and more",1504.6,130
"Aonyx_cinereus","PhD and more",1322.3,22
"Aonyx_cinereus2","PhD and more",1163.6,9
"Aquila_chrysaetos","PhD and more",1441,113
"Ara_ararauna","PhD and more",1224.4,24
"Ara_chloropterus","PhD and more",1359.8,46
"Arctocephalus forsteri","PhD and more",1439.4,86
"Arctocephalus_forsteri2","PhD and more",1440.6,102
"Artibeus_planirostris","PhD and more",1586,133
"Asio_flammeus","PhD and more",1243.6,21
"Ateles_hybridus","PhD and more",1588,151
"Ateles_paniscus","PhD and more",1335.1,31
"Athene_noctua","PhD and more",1314.4,27
"Athene_noctua2","PhD and more",1285.8,25
"Athene_noctua3","PhD and more",1346.2,65
"Balaeniceps_rex","PhD and more",1535.9,128
"Bison_bonasus","PhD and more",1846.9,214
"Bison_bonasus2","PhD and more",1850.6,217
"Boa_constrictor","PhD and more",1806.3,194
"Bubo_bubo","PhD and more",1255.4,30
"Bubo_bubo2","PhD and more",1349.9,32
"Bubo_scandiacus","PhD and more",1227.6,34
"Bufonidae","PhD and more",1520.7,108
"Buprestidae","PhD and more",1740.5,193
"Buteo_galapagoensis","PhD and more",1492,135
"Cairina_moschata","PhD and more",1392.1,87
"Calliphora_vomitoria","PhD and more",1513.6,141
"Callithrix_argentata","PhD and more",1374.2,83
"Callithrix_penicillata","PhD and more",1396.8,69
"Calloselasma rhodostoma","PhD and more",1725.1,191
"Canis_lupus","PhD and more",1543.5,120
"Canis_lupus_familiaris","PhD and more",1664.6,154
"Canis_lupus_familiaris2","PhD and more",1466.2,84
"Carlito_syrichta","PhD and more",1367.6,55
"Centurio_senex","PhD and more",1732.1,195
"Cerdocyon_thous","PhD and more",1341.4,45
"Chelonoidis_porteri","PhD and more",1204,19
"Choloepus_didactylus","PhD and more",1192.2,18
"Choloepus_didactylus2","PhD and more",1201.3,26
"Choloepus_didactylus3","PhD and more",1152.8,13
"Chroicocephalus_scopulinus","PhD and more",1211,14
"Columba_livia","PhD and more",1129.5,7
"Conolophus_pallidus","PhD and more",1613.5,144
"Corvus","PhD and more",1625.1,158
"Corvus2","PhD and more",1342.9,54
"Crocodylus_porosus","PhD and more",1872.4,216
"Crocuta_crocuta","PhD and more",1826.1,213
"Crotalus_atrox","PhD and more",1740.2,188
"Crotalus2","PhD and more",1680.1,162
"Cryptoprocto _ferox","PhD and more",1598.5,152
"Cynictis_penicillata","PhD and more",1492.8,140
"Dasypus_novemcinctus","PhD and more",1338.4,64
"Daubentonia_madagascariensis","PhD and more",1481.8,132
"Dendroaspis_angusticeps","PhD and more",1747.2,182
"Desmodus_rotondus","PhD and more",1481.6,131
"Didelphis_virginiana","PhD and more",1391.4,78
"Equus_caballus","PhD and more",1351.1,53
"Eudyptes chrysolophus","PhD and more",1238.7,29
"Eudyptes_chrysocome","PhD and more",1280.5,52
"Eulemur _coronatus","PhD and more",1328.1,42
"Eulemur _coronatus2","PhD and more",1331.6,35
"Euphractus _sexcinctus","PhD and more",1371.3,37
"Evarcha_arcuata","PhD and more",1711.2,173
"Felis_catus","PhD and more",1387.1,99
"Felis_silvestris","PhD and more",1335.7,51
"Geronticus_eremita","PhD and more",1466.4,117
"Giraffa_camelopardalis_reticulata","PhD and more",1332,71
"Gorilla_Gorilla_Beringei","PhD and more",1682,172
"Gorilla_gorilla_gorilla","PhD and more",1814.5,208
"Gulo_gulo","PhD and more",1512.7,101
"Gulo_gulo2","PhD and more",1532.8,146
"Gymnogyps_californianus","PhD and more",1603.6,149
"Gypaetus_barbatus","PhD and more",1554.2,139
"Gypaetus_barbatus2","PhD and more",1436.3,91
"Gyps_rueppelli","PhD and more",1497.3,119
"Haematopus_ater","PhD and more",1190.7,16
"Harpia_Harpyja","PhD and more",1392.7,66
"Helarctos_malayanus","PhD and more",1699.2,179
"Hemicentetes_semispinosus","PhD and more",1389.2,94
"Heterocephalus_glaber","PhD and more",1490.5,127
"Hippopotamus_amphibius","PhD and more",1806.7,186
"Hyaena_hyaena","PhD and more",1731.6,167
"Hyles_euphorbiae","PhD and more",1445,90
"Hylobates_agilis","PhD and more",1279.4,43
"Hypsignathus_monstrosus","PhD and more",1457.6,121
"Iguana_iguana","PhD and more",1567.1,138
"Iguana_iguana2","PhD and more",1515.6,116
"Incilius_alvarius","PhD and more",1397.7,70
"Incilius_alvarius2","PhD and more",1498.5,126
"Intellagama_lesueurii","PhD and more",1566,148
"Laticauda_laticaudata","PhD and more",1735.4,198
"Laticauda_saintgironsi","PhD and more",1782.6,207
"Lemur_catta","PhD and more",1349.6,49
"Lemur_catta2","PhD and more",1315.4,50
"Leopardus_wiedii","PhD and more",1457.3,109
"Leptailurus_serval","PhD and more",1466.4,77
"Leptoptilos_crumenifer","PhD and more",1639.8,157
"Libellula_quadrimaculata","PhD and more",1529.2,123
"Litoria_infrafrenata","PhD and more",1331.8,41
"Loris_tardigradus","PhD and more",1112.6,8
"Loxodonta_africana","PhD and more",1594.8,155
"Lycaon_pictus","PhD and more",1677,177
"Lycaon_pictus2","PhD and more",1752.6,187
"Lynx_rufus","PhD and more",1695.4,160
"Lynx_rufus2","PhD and more",1628.7,171
"Macaca_fuscata","PhD and more",1682.6,159
"Macaca_silenus","PhD and more",1520.6,100
"Macronectes_halli","PhD and more",1492.9,124
"Macropus_rufogriseus","PhD and more",1377.5,73
"Malayopython_reticulatus","PhD and more",1761.6,200
"Malpolon_monspessulanus","PhD and more",1639.1,156
"Mandrillus_sphinx","PhD and more",1697.4,176
"Mandrillus_sphinx2","PhD and more",1662.7,161
"Miopithecus_ogouensis","PhD and more",1389.1,82
"Morelia_spilota","PhD and more",1777.8,203
"Mungos_mungo","PhD and more",1447.7,92
"Muscardinus_avellanarius","PhD and more",1081.8,6
"Mygale","PhD and more",1641.3,170
"Myocastor_coypus","PhD and more",1135.3,10
"Naja_naja","PhD and more",1983.8,220
"Nasua_narica","PhD and more",1504.1,129
"Nasua_nasua","PhD and more",1366.1,57
"Necrosyrtes_monachus","PhD and more",1506.1,114
"Neofelis_nebulosa","PhD and more",1712.6,175
"Nestor_meridionalis","PhD and more",1349.5,56
"Notechis_scutatus","PhD and more",1845.8,206
"Numida_meleagris","PhD and more",1468.7,98
"Nyctereutes_procyonoides","PhD and more",1456.8,137
"Odonata","PhD and more",1451.2,96
"Odonata2","PhD and more",1420.7,93
"Oryctolagus_cuniculus","PhD and more",1059.3,3
"Oryctolagus_cuniculus2","PhD and more",973.9,1
"Otocolobus_manul","PhD and more",1370.9,67
"Pamphagidae","PhD and more",1500.5,106
"Pan_paniscus","PhD and more",1444.3,85
"Pan_paniscus2","PhD and more",1438.9,115
"Pan_paniscus3","PhD and more",1552,143
"Pan_paniscus4","PhD and more",1492.9,111
"Pan_troglodytes","PhD and more",1571.4,165
"Pan_troglodytes2","PhD and more",1340.3,58
"Panthera_leo","PhD and more",1828.3,197
"Panthera_leo2","PhD and more",1839,210
"Panthera_leo3","PhD and more",1789.6,201
"Panthera_onca","PhD and more",1802.4,199
"Panthera_onca_2","PhD and more",1774.5,192
"Panthera_onca3","PhD and more",1895.8,219
"Panthera_pardus","PhD and more",1912.2,218
"Panthera_pardus_3","PhD and more",1718.7,174
"Panthera_pardus2","PhD and more",1730.8,181
"Panthera_tigris2","PhD and more",1838.4,215
"Panthera_uncia","PhD and more",1695.6,190
"Papillon","PhD and more",1514.4,122
"Papio_hamadryas","PhD and more",1652.4,164
"Pardofelis_temminckii","PhD and more",1635.2,150
"Petroica_macrocephala","PhD and more",1129.7,4
"Phacochoerus_africanus","PhD and more",1817.1,196
"Phascolarctos_cinereus","PhD and more",1177.1,17
"Phascolarctos_cinereus2","PhD and more",1187.6,11
"Pholcus_phalangioides","PhD and more",1776.2,202
"Pithecia pithecia","PhD and more",1478.1,104
"Pithecia pithecia2","PhD and more",1594.1,153
"Plathyrrhinus_fusciventris","PhD and more",1517,112
"Podarcis_muralis","PhD and more",1495,95
"Pogona_vitticeps","PhD and more",1570.1,142
"Porphyrio_hochstetteri","PhD and more",1507.8,107
"Procyon_lotor","PhD and more",1487.6,97
"Propithecus_coquereli","PhD and more",1321.3,36
"Propithecus_verreauxi","PhD and more",1350.4,40
"Psittacus_erithacus","PhD and more",1420.6,74
"Pteropus_conspicillatus","PhD and more",1388.4,89
"Puma_concolor","PhD and more",1745.5,178
"Python_bivittatus","PhD and more",1673.7,169
"Python_regius","PhD and more",1697,163
"Rattus_norvegicus","PhD and more",1230.7,20
"Rhinopithecus_roxellana","PhD and more",1215,15
"Rhyticeros_cassidix","PhD and more",1424.6,59
"Romalea_microptera","PhD and more",1543.9,110
"Saiga_tatarica","PhD and more",1512.2,125
"Sarcophilus_harrisii","PhD and more",1615.8,147
"Spalax","PhD and more",1455.9,105
"Spheniscus_humboldti","PhD and more",1248.4,28
"Stephanoaetus_coronatus","PhD and more",1502.4,103
"Strophurus","PhD and more",1463.2,88
"Struthio_camelus","PhD and more",1507.8,134
"Sula_nebouxii","PhD and more",1425.2,80
"Sula_sula","PhD and more",1481.9,118
"Suricata_suricatta","PhD and more",1286.9,38
"Sus_scrofa","PhD and more",1682.1,185
"Tapirus_indicus","PhD and more",1425.3,76
"Taricha_torosa","PhD and more",1313.8,47
"Tauraco_leucotis","PhD and more",1069.7,2
"Testudo_hermanni","PhD and more",1158.9,5
"Thalassarche_cauta","PhD and more",1403.8,81
"Theropithecus_gelada","PhD and more",1836.1,205
"Thomisus_onustus","PhD and more",1600.6,145
"Tockus_flavirostris","PhD and more",1392.2,79
"Trichosurus_vulpecula","PhD and more",1390.2,61
"Ursus_arctos_horribilis","PhD and more",1811.8,211
"Ursus_maritimus","PhD and more",1776.7,209
"Ursus_thibetanus","PhD and more",1677.6,168
"Varecia_rubra","PhD and more",1338,60
"Varecia_variegata","PhD and more",1423.9,68
"Vespula_germanica","PhD and more",1652.6,166
"Vicugna_pacos","PhD and more",1358.8,48
"Vicugna_pacos2","PhD and more",1378.1,75
"Vicugna_vicugna","PhD and more",1168,12
"Vipera_ammodytes","PhD and more",1802.2,212
"Vipera_aspis","PhD and more",1830,204
"Vulpes_zerda","PhD and more",1342.7,39
"Zamenis_longissimus","PhD and more",1737.5,184
"Zoropsis_spinimana","PhD and more",1791.6,189
