"Name","Sex","EloScore","EloRank","Species","Group","Subgroup","PredatorPrimates","Predator","Dangerous"
"Evarcha_arcuata","Not mentioned",1504.2,98,"Evarcha_arcuata","Spider","Spider","No","Yes","No"
"Felis_catus","F",1343.3,90,"Felis_catus","Mammal","Felidae","No","Yes","No"
"Felis_catus","M",1511.1,66,"Felis_catus","Mammal","Felidae","No","Yes","No"
"Felis_catus","Not mentioned",1339.6,42,"Felis_catus","Mammal","Felidae","No","Yes","No"
"Felis_silvestris","F",1114.4,8,"Felis_silvestris_","Mammal","Felidae","No","No","No"
"Felis_silvestris","M",1257.7,10,"Felis_silvestris_","Mammal","Felidae","No","No","No"
"Felis_silvestris","Not mentioned",1077.2,1,"Felis_silvestris_","Mammal","Felidae","No","No","No"
"Geronticus_eremita","F",1560.7,135,"Geronticus_eremita","Bird","Bird(notRaptor)","No","Yes","No"
"Geronticus_eremita","M",1500.5,132,"Geronticus_eremita","Bird","Bird(notRaptor)","No","Yes","No"
"Geronticus_eremita","Not mentioned",1692.9,192,"Geronticus_eremita","Bird","Bird(notRaptor)","No","Yes","No"
"Giraffa_camelopardalis_reticulata","F",1126.7,7,"Giraffa_camelopardalis_reticulata","Mammal","Ungulate","No","No","No"
"Giraffa_camelopardalis_reticulata","M",1267.6,41,"Giraffa_camelopardalis_reticulata","Mammal","Ungulate","No","No","No"
"Giraffa_camelopardalis_reticulata","Not mentioned",1381.1,55,"Giraffa_camelopardalis_reticulata","Mammal","Ungulate","No","No","No"
"Gorilla_Gorilla_Beringei","F",1586,176,"Gorilla_Gorilla_Beringei","Mammal","Primate","No","No","Yes"
"Gorilla_Gorilla_Beringei","M",1599.7,173,"Gorilla_Gorilla_Beringei","Mammal","Primate","No","No","Yes"
"Gorilla_Gorilla_Beringei","Not mentioned",1618.7,161,"Gorilla_Gorilla_Beringei","Mammal","Primate","No","No","Yes"
"Gorilla_gorilla_gorilla","F",1663.4,160,"Gorilla_Gorilla_Gorilla","Mammal","Primate","No","No","Yes"
"Gorilla_gorilla_gorilla","M",1712.5,175,"Gorilla_Gorilla_Gorilla","Mammal","Primate","No","No","Yes"
"Gorilla_gorilla_gorilla","Not mentioned",1486.7,99,"Gorilla_Gorilla_Gorilla","Mammal","Primate","No","No","Yes"
"Gulo_gulo","F",1489.4,136,"Gulo_gulo","Mammal","Mustelidae","No","Yes","No"
"Gulo_gulo","M",1560.4,147,"Gulo_gulo","Mammal","Mustelidae","No","Yes","No"
"Gulo_gulo","Not mentioned",1574.1,145,"Gulo_gulo","Mammal","Mustelidae","No","Yes","No"
"Gulo_gulo2","F",1555.8,120,"Gulo_gulo","Mammal","Mustelidae","No","Yes","No"
"Gulo_gulo2","M",1648.7,171,"Gulo_gulo","Mammal","Mustelidae","No","Yes","No"
"Gulo_gulo2","Not mentioned",1456.3,89,"Gulo_gulo","Mammal","Mustelidae","No","Yes","No"
"Gymnogyps_californianus","F",1705.5,157,"Gymnogyps_californianus","Bird","Raptor","No","No","No"
"Gymnogyps_californianus","M",1654.9,150,"Gymnogyps_californianus","Bird","Raptor","No","No","No"
"Gymnogyps_californianus","Not mentioned",1543.5,135,"Gymnogyps_californianus","Bird","Raptor","No","No","No"
"Gypaetus_barbatus","F",1499.3,116,"Gypaetus_barbatus","Bird","Raptor","No","Yes","No"
"Gypaetus_barbatus","M",1488.4,72,"Gypaetus_barbatus","Bird","Raptor","No","Yes","No"
"Gypaetus_barbatus","Not mentioned",1413.2,63,"Gypaetus_barbatus","Bird","Raptor","No","Yes","No"
"Gypaetus_barbatus2","F",1525.1,123,"Gypaetus_barbatus","Bird","Raptor","No","Yes","No"
"Gypaetus_barbatus2","M",1472.8,74,"Gypaetus_barbatus","Bird","Raptor","No","Yes","No"
"Gypaetus_barbatus2","Not mentioned",1644.5,176,"Gypaetus_barbatus","Bird","Raptor","No","Yes","No"
"Gyps_rueppelli","F",1550.8,137,"Gyps_rueppelli","Bird","Raptor","No","No","No"
"Gyps_rueppelli","M",1574.2,128,"Gyps_rueppelli","Bird","Raptor","No","No","No"
"Gyps_rueppelli","Not mentioned",1574.8,141,"Gyps_rueppelli","Bird","Raptor","No","No","No"
"Haematopus_ater","F",1291.4,30,"Haematopus_ater","Bird","Bird(notRaptor)","No","Yes","No"
"Haematopus_ater","M",1235.1,20,"Haematopus_ater","Bird","Bird(notRaptor)","No","Yes","No"
"Haematopus_ater","Not mentioned",1424.4,80,"Haematopus_ater","Bird","Bird(notRaptor)","No","Yes","No"
"Harpia_Harpyja","F",1426.5,73,"Harpia_Harpyja","Bird","Raptor","Yes","No","No"
"Harpia_Harpyja","M",1432.2,108,"Harpia_Harpyja","Bird","Raptor","Yes","No","No"
"Harpia_Harpyja","Not mentioned",1329.5,38,"Harpia_Harpyja","Bird","Raptor","Yes","No","No"
"Helarctos_malayanus","F",1717.4,193,"Helarctos_malayanus","Mammal","Ursus","No","No","No"
"Helarctos_malayanus","M",1680.6,164,"Helarctos_malayanus","Mammal","Ursus","No","No","No"
"Helarctos_malayanus","Not mentioned",1674.7,183,"Helarctos_malayanus","Mammal","Ursus","No","No","No"
"Hemicentetes_semispinosus","F",1543.2,111,"Hemicentetes_semispinosus","Mammal","Tenrecidae","No","No","No"
"Hemicentetes_semispinosus","M",1464,92,"Hemicentetes_semispinosus","Mammal","Tenrecidae","No","No","No"
"Hemicentetes_semispinosus","Not mentioned",1468.6,101,"Hemicentetes_semispinosus","Mammal","Tenrecidae","No","No","No"
"Heterocephalus_glaber","F",1694.7,168,"Heterocephalus_glaber","Mammal","Rodent","No","No","No"
"Heterocephalus_glaber","M",1641.9,155,"Heterocephalus_glaber","Mammal","Rodent","No","No","No"
"Heterocephalus_glaber","Not mentioned",1576,143,"Heterocephalus_glaber","Mammal","Rodent","No","No","No"
"Hippopotamus_amphibius","F",1756.2,170,"Hippopotamus_amphibius","Mammal","Ungulate","No","No","Yes"
"Hippopotamus_amphibius","M",1809.3,184,"Hippopotamus_amphibius","Mammal","Ungulate","No","No","Yes"
"Hippopotamus_amphibius","Not mentioned",1634,159,"Hippopotamus_amphibius","Mammal","Ungulate","No","No","Yes"
"Hyaena_hyaena","F",1704.8,173,"Hyaena_hyaena","Mammal","Hyenidae","Yes","No","Yes"
"Hyaena_hyaena","M",1747.3,185,"Hyaena_hyaena","Mammal","Hyenidae","Yes","No","Yes"
"Hyaena_hyaena","Not mentioned",1620.2,158,"Hyaena_hyaena","Mammal","Hyenidae","Yes","No","Yes"
"Hyles_euphorbiae","F",1570.7,131,"Hyles_euphorbiae","Insect","Lepidoptera","No","No","No"
"Hyles_euphorbiae","M",1493.3,86,"Hyles_euphorbiae","Insect","Lepidoptera","No","No","No"
"Hyles_euphorbiae","Not mentioned",1377.8,67,"Hyles_euphorbiae","Insect","Lepidoptera","No","No","No"
"Hylobates_agilis","F",1324.5,82,"Hylobates_agilis","Mammal","Primate","No","No","No"
"Hylobates_agilis","M",1253.7,45,"Hylobates_agilis","Mammal","Primate","No","No","No"
"Hylobates_agilis","Not mentioned",1382.1,60,"Hylobates_agilis","Mammal","Primate","No","No","No"
"Hypsignathus_monstrosus","F",1558.7,147,"Hypsignathus_monstrosu","Mammal","Chiroptera","No","No","No"
"Hypsignathus_monstrosus","M",1614.9,157,"Hypsignathus_monstrosu","Mammal","Chiroptera","No","No","No"
"Hypsignathus_monstrosus","Not mentioned",1554.5,140,"Hypsignathus_monstrosu","Mammal","Chiroptera","No","No","No"
"Iguana_iguana","F",1668.3,143,"Iguana_iguana","Squamata","Lizard","No","No","No"
"Iguana_iguana","M",1559.8,156,"Iguana_iguana","Squamata","Lizard","No","No","No"
"Iguana_iguana","Not mentioned",1423.2,69,"Iguana_iguana","Squamata","Lizard","No","No","No"
"Iguana_iguana2","F",1529.7,140,"Iguana_iguana","Squamata","Lizard","No","No","No"
"Iguana_iguana2","M",1570.4,136,"Iguana_iguana","Squamata","Lizard","No","No","No"
"Iguana_iguana2","Not mentioned",1470.5,105,"Iguana_iguana","Squamata","Lizard","No","No","No"
"Incilius_alvarius","F",1440.2,107,"Incilius_alvarius","Squamata","Amphibia","No","Yes","No"
"Incilius_alvarius","M",1447.6,73,"Incilius_alvarius","Squamata","Amphibia","No","Yes","No"
"Incilius_alvarius","Not mentioned",1337.9,47,"Incilius_alvarius","Squamata","Amphibia","No","Yes","No"
"Incilius_alvarius2","F",1487.9,84,"Incilius_alvarius","Squamata","Amphibia","No","Yes","No"
"Incilius_alvarius2","M",1466.1,101,"Incilius_alvarius","Squamata","Amphibia","No","Yes","No"
"Incilius_alvarius2","Not mentioned",1512.1,132,"Incilius_alvarius","Squamata","Amphibia","No","Yes","No"
"Intellagama_lesueurii","F",1559.8,154,"Intellagama_lesueurii","Squamata","Lizard","No","Yes","No"
"Intellagama_lesueurii","M",1505.5,117,"Intellagama_lesueurii","Squamata","Lizard","No","Yes","No"
"Intellagama_lesueurii","Not mentioned",1558.2,148,"Intellagama_lesueurii","Squamata","Lizard","No","Yes","No"
"Laticauda_laticaudata","F",1845.5,205,"Laticauda_laticaudata","Squamata","Snake","No","Yes","No"
"Laticauda_laticaudata","M",1776.9,202,"Laticauda_laticaudata","Squamata","Snake","No","Yes","No"
"Laticauda_laticaudata","Not mentioned",1680,187,"Laticauda_laticaudata","Squamata","Snake","No","Yes","No"
"Laticauda_saintgironsi","F",1850.2,211,"Laticauda_saintgironsi","Squamata","Snake","No","Yes","No"
"Laticauda_saintgironsi","M",1778.9,211,"Laticauda_saintgironsi","Squamata","Snake","No","Yes","No"
"Laticauda_saintgironsi","Not mentioned",1621.2,157,"Laticauda_saintgironsi","Squamata","Snake","No","Yes","No"
"Lemur_catta","F",1284.8,23,"Lemur_catta","Mammal","Primate","No","Yes","No"
"Lemur_catta","M",1271.4,27,"Lemur_catta","Mammal","Primate","No","Yes","No"
"Lemur_catta","Not mentioned",1312.8,34,"Lemur_catta","Mammal","Primate","No","Yes","No"
"Lemur_catta2","F",1352.4,32,"Lemur_catta","Mammal","Primate","No","Yes","No"
"Lemur_catta2","M",1291.4,29,"Lemur_catta","Mammal","Primate","No","Yes","No"
"Lemur_catta2","Not mentioned",1473.2,112,"Lemur_catta","Mammal","Primate","No","Yes","No"
"Leopardus_wiedii","F",1418.3,87,"Leopardus_wiedii","Mammal","Felidae","No","No","No"
"Leopardus_wiedii","M",1448.2,68,"Leopardus_wiedii","Mammal","Felidae","No","No","No"
"Leopardus_wiedii","Not mentioned",1575.7,134,"Leopardus_wiedii","Mammal","Felidae","No","No","No"
"Leptailurus_serval","F",1396.3,81,"Leptailurus_serval","Mammal","Felidae","No","Yes","No"
"Leptailurus_serval","M",1429,88,"Leptailurus_serval","Mammal","Felidae","No","Yes","No"
"Leptailurus_serval","Not mentioned",1408.6,61,"Leptailurus_serval","Mammal","Felidae","No","Yes","No"
"Leptoptilos_crumenifer","F",1568.3,144,"Leptoptilos_crumenifer","Bird","Bird(notRaptor)","No","No","No"
"Leptoptilos_crumenifer","M",1514.7,109,"Leptoptilos_crumenifer","Bird","Bird(notRaptor)","No","No","No"
"Leptoptilos_crumenifer","Not mentioned",1480.5,93,"Leptoptilos_crumenifer","Bird","Bird(notRaptor)","No","No","No"
"Libellula_quadrimaculata","F",1545,142,"Libellula_quadrimaculata","Insect","Odonata","No","Yes","No"
"Libellula_quadrimaculata","M",1493.6,94,"Libellula_quadrimaculata","Insect","Odonata","No","Yes","No"
"Libellula_quadrimaculata","Not mentioned",1605.1,142,"Libellula_quadrimaculata","Insect","Odonata","No","Yes","No"
"Litoria_infrafrenata","F",1262.5,24,"Litoria_infrafrenata","Squamata","Amphibia","No","Yes","No"
"Litoria_infrafrenata","M",1352.3,38,"Litoria_infrafrenata","Squamata","Amphibia","No","Yes","No"
"Litoria_infrafrenata","Not mentioned",1450.5,71,"Litoria_infrafrenata","Squamata","Amphibia","No","Yes","No"
"Loris_tardigradus","F",1207,20,"Loris_tardigradus","Mammal","Primate","No","No","No"
"Loris_tardigradus","M",1154.6,8,"Loris_tardigradus","Mammal","Primate","No","No","No"
"Loris_tardigradus","Not mentioned",1276,15,"Loris_tardigradus","Mammal","Primate","No","No","No"
"Loxodonta_africana","F",1496.1,112,"Loxodonta_africana","Mammal","Ungulate","No","No","Yes"
"Loxodonta_africana","M",1602.1,146,"Loxodonta_africana","Mammal","Ungulate","No","No","Yes"
"Loxodonta_africana","Not mentioned",1527.4,131,"Loxodonta_africana","Mammal","Ungulate","No","No","Yes"
"Lycaon_pictus","F",1635.8,177,"Lycaon_pictus","Mammal","Canidae","Yes","Yes","Yes"
"Lycaon_pictus","M",1678.2,180,"Lycaon_pictus","Mammal","Canidae","Yes","Yes","Yes"
"Lycaon_pictus","Not mentioned",1665.3,177,"Lycaon_pictus","Mammal","Canidae","Yes","Yes","Yes"
"Lycaon_pictus2","F",1654.8,153,"Lycaon_pictus","Mammal","Canidae","Yes","Yes","Yes"
"Lycaon_pictus2","M",1710,176,"Lycaon_pictus","Mammal","Canidae","Yes","Yes","Yes"
"Lycaon_pictus2","Not mentioned",1702.8,190,"Lycaon_pictus","Mammal","Canidae","Yes","Yes","Yes"
"Lynx_rufus","F",1532.1,159,"Lynx_rufus","Mammal","Felidae","No","Yes","No"
"Lynx_rufus","M",1638.5,159,"Lynx_rufus","Mammal","Felidae","No","Yes","No"
"Lynx_rufus","Not mentioned",1720.5,206,"Lynx_rufus","Mammal","Felidae","No","Yes","No"
"Lynx_rufus2","F",1552.3,146,"Lynx_rufus","Mammal","Felidae","No","Yes","No"
"Lynx_rufus2","M",1613,140,"Lynx_rufus","Mammal","Felidae","No","Yes","No"
"Lynx_rufus2","Not mentioned",1579.4,144,"Lynx_rufus","Mammal","Felidae","No","Yes","No"
"Macaca_fuscata","F",1496.3,128,"Macaca_fuscata","Mammal","Primate","No","Yes","No"
"Macaca_fuscata","M",1567.6,134,"Macaca_fuscata","Mammal","Primate","No","Yes","No"
"Macaca_fuscata","Not mentioned",1558.6,123,"Macaca_fuscata","Mammal","Primate","No","Yes","No"
"Macaca_silenus","F",1494.1,114,"Macaca_silenus","Mammal","Primate","No","Yes","No"
"Macaca_silenus","M",1505.7,119,"Macaca_silenus","Mammal","Primate","No","Yes","No"
"Macaca_silenus","Not mentioned",1478.4,111,"Macaca_silenus","Mammal","Primate","No","Yes","No"
"Macronectes_halli","F",1523.6,138,"Macronectes_halli","Bird","Bird(notRaptor)","No","No","No"
"Macronectes_halli","M",1493.9,123,"Macronectes_halli","Bird","Bird(notRaptor)","No","No","No"
"Macronectes_halli","Not mentioned",1606.2,147,"Macronectes_halli","Bird","Bird(notRaptor)","No","No","No"
"Macropus_rufogriseus","F",1361.4,46,"Macropus_rufogriseus","Mammal","Marsupial","No","No","No"
"Macropus_rufogriseus","M",1403.5,70,"Macropus_rufogriseus","Mammal","Marsupial","No","No","No"
"Macropus_rufogriseus","Not mentioned",1400.7,75,"Macropus_rufogriseus","Mammal","Marsupial","No","No","No"
"Malayopython_reticulatus","F",1854.8,215,"Malayopython_reticulatus","Squamata","Snake","Yes","Yes","Yes"
"Malayopython_reticulatus","M",1842.2,213,"Malayopython_reticulatus","Squamata","Snake","Yes","Yes","Yes"
"Malayopython_reticulatus","Not mentioned",1750.2,211,"Malayopython_reticulatus","Squamata","Snake","Yes","Yes","Yes"
"Malpolon_monspessulanus","F",1845.6,197,"Malpolon_monspessulanus","Squamata","Snake","No","Yes","No"
"Malpolon_monspessulanus","M",1737.2,188,"Malpolon_monspessulanus","Squamata","Snake","No","Yes","No"
"Malpolon_monspessulanus","Not mentioned",1616.5,175,"Malpolon_monspessulanus","Squamata","Snake","No","Yes","No"
"Mandrillus_sphinx","F",1695.4,167,"Mandrillus_sphinx","Mammal","Primate","No","No","Yes"
"Mandrillus_sphinx","M",1595.7,169,"Mandrillus_sphinx","Mammal","Primate","No","No","Yes"
"Mandrillus_sphinx","Not mentioned",1806.4,216,"Mandrillus_sphinx","Mammal","Primate","No","No","Yes"
"Mandrillus_sphinx2","F",1614.8,141,"Mandrillus_sphinx","Mammal","Primate","No","No","Yes"
"Mandrillus_sphinx2","M",1587.8,158,"Mandrillus_sphinx","Mammal","Primate","No","No","Yes"
"Mandrillus_sphinx2","Not mentioned",1554.8,116,"Mandrillus_sphinx","Mammal","Primate","No","No","Yes"
"Miopithecus_ogouensis","F",1382.9,80,"Miopithecus_ogouensis","Mammal","Primate","No","No","No"
"Miopithecus_ogouensis","M",1452.3,81,"Miopithecus_ogouensis","Mammal","Primate","No","No","No"
"Miopithecus_ogouensis","Not mentioned",1471.1,90,"Miopithecus_ogouensis","Mammal","Primate","No","No","No"
"Morelia_spilota","F",1838.3,213,"Morelia_spilota","Squamata","Snake","No","Yes","No"
"Morelia_spilota","M",1777,191,"Morelia_spilota","Squamata","Snake","No","Yes","No"
"Morelia_spilota","Not mentioned",1627.9,186,"Morelia_spilota","Squamata","Snake","No","Yes","No"
"Mungos_mungo","F",1530.7,95,"Mungos_mungo","Mammal","Mongoose","No","Yes","No"
"Mungos_mungo","M",1515.3,130,"Mungos_mungo","Mammal","Mongoose","No","Yes","No"
"Mungos_mungo","Not mentioned",1565.5,149,"Mungos_mungo","Mammal","Mongoose","No","Yes","No"
"Muscardinus_avellanarius","F",1160.9,9,"Muscardinus_avellanarius","Mammal","Rodent","No","No","No"
"Muscardinus_avellanarius","M",1194.7,7,"Muscardinus_avellanarius","Mammal","Rodent","No","No","No"
"Muscardinus_avellanarius","Not mentioned",1226.3,16,"Muscardinus_avellanarius","Mammal","Rodent","No","No","No"
"Mygale","F",1836,214,"Mygale","Spider","Spider","No","Yes","No"
"Mygale","M",1805.7,204,"Mygale","Spider","Spider","No","Yes","No"
"Mygale","Not mentioned",1715.6,212,"Mygale","Spider","Spider","No","Yes","No"
"Myocastor_coypus","F",1297.8,37,"Myocastor_coypus","Mammal","Rodent","No","No","No"
"Myocastor_coypus","M",1311,37,"Myocastor_coypus","Mammal","Rodent","No","No","No"
"Myocastor_coypus","Not mentioned",1191.5,13,"Myocastor_coypus","Mammal","Rodent","No","No","No"
"Naja_naja","F",1912.3,212,"Naja_naja","Squamata","Snake","No","Yes","Yes"
"Naja_naja","M",1935.1,219,"Naja_naja","Squamata","Snake","No","Yes","Yes"
"Naja_naja","Not mentioned",1722.4,202,"Naja_naja","Squamata","Snake","No","Yes","Yes"
"Nasua_narica","F",1460.3,76,"Nasua_narica","Mammal","Procyonide","No","No","No"
"Nasua_narica","M",1351.1,95,"Nasua_narica","Mammal","Procyonide","No","No","No"
"Nasua_narica","Not mentioned",1643.6,174,"Nasua_narica","Mammal","Procyonide","No","No","No"
"Nasua_nasua","F",1363.2,59,"Nasua_nasua","Mammal","Procyonide","No","No","No"
"Nasua_nasua","M",1386.1,57,"Nasua_nasua","Mammal","Procyonide","No","No","No"
"Nasua_nasua","Not mentioned",1404.1,86,"Nasua_nasua","Mammal","Procyonide","No","No","No"
"Necrosyrtes_monachus","F",1536.8,115,"Necrosyrtes_monachus","Bird","Raptor","No","No","No"
"Necrosyrtes_monachus","M",1580.3,153,"Necrosyrtes_monachus","Bird","Raptor","No","No","No"
"Necrosyrtes_monachus","Not mentioned",1385.4,58,"Necrosyrtes_monachus","Bird","Raptor","No","No","No"
"Neofelis_nebulosa","F",1641,152,"Neofelis_nebulosa","Mammal","Felidae","Yes","No","Yes"
"Neofelis_nebulosa","M",1634.3,162,"Neofelis_nebulosa","Mammal","Felidae","Yes","No","Yes"
"Neofelis_nebulosa","Not mentioned",1628.6,155,"Neofelis_nebulosa","Mammal","Felidae","Yes","No","Yes"
"Nestor_meridionalis","F",1302.9,41,"Nestor_meridionalis","Bird","Bird(notRaptor)","No","No","No"
"Nestor_meridionalis","M",1335.9,63,"Nestor_meridionalis","Bird","Bird(notRaptor)","No","No","No"
"Nestor_meridionalis","Not mentioned",1358.6,48,"Nestor_meridionalis","Bird","Bird(notRaptor)","No","No","No"
"Notechis_scutatus","F",1868.8,216,"Notechis_scutatus","Squamata","Snake","No","Yes","Yes"
"Notechis_scutatus","M",1862.9,193,"Notechis_scutatus","Squamata","Snake","No","Yes","Yes"
"Notechis_scutatus","Not mentioned",1758.2,209,"Notechis_scutatus","Squamata","Snake","No","Yes","Yes"
"Numida_meleagris","F",1546.2,122,"Numida_meleagris","Bird","Bird(notRaptor)","No","No","No"
"Numida_meleagris","M",1479.9,131,"Numida_meleagris","Bird","Bird(notRaptor)","No","No","No"
"Numida_meleagris","Not mentioned",1576.6,154,"Numida_meleagris","Bird","Bird(notRaptor)","No","No","No"
"Nyctereutes_procyonoides","F",1375.9,64,"Nyctereutes_procyonoides","Mammal","Canidae","No","Yes","No"
"Nyctereutes_procyonoides","M",1313.5,75,"Nyctereutes_procyonoides","Mammal","Canidae","No","Yes","No"
"Nyctereutes_procyonoides","Not mentioned",1458.8,92,"Nyctereutes_procyonoides","Mammal","Canidae","No","Yes","No"
"Odonata","F",1486.7,127,"Odonata","Insect","Odonata","No","Yes","No"
"Odonata","M",1499.5,120,"Odonata","Insect","Odonata","No","Yes","No"
"Odonata","Not mentioned",1458.3,120,"Odonata","Insect","Odonata","No","Yes","No"
"Odonata2","F",1583.6,110,"Odonata","Insect","Odonata","No","Yes","No"
"Odonata2","M",1446.7,114,"Odonata","Insect","Odonata","No","Yes","No"
"Odonata2","Not mentioned",1358.6,53,"Odonata","Insect","Odonata","No","Yes","No"
"Oryctolagus_cuniculus","F",1000.5,3,"Oryctolagus_cuniculus","Mammal","Lagomorpha","No","No","No"
"Oryctolagus_cuniculus","M",1074.9,6,"Oryctolagus_cuniculus","Mammal","Lagomorpha","No","No","No"
"Oryctolagus_cuniculus","Not mentioned",1152.6,5,"Oryctolagus_cuniculus","Mammal","Lagomorpha","No","No","No"
"Oryctolagus_cuniculus2","F",902.2,1,"Oryctolagus_cuniculus","Mammal","Lagomorpha","No","No","No"
"Oryctolagus_cuniculus2","M",902.5,2,"Oryctolagus_cuniculus","Mammal","Lagomorpha","No","No","No"
"Oryctolagus_cuniculus2","Not mentioned",1234.3,20,"Oryctolagus_cuniculus","Mammal","Lagomorpha","No","No","No"
"Otocolobus_manul","F",1471.7,101,"Otocolobus_manul","Mammal","Felidae","No","Yes","No"
"Otocolobus_manul","M",1529.7,110,"Otocolobus_manul","Mammal","Felidae","No","Yes","No"
"Otocolobus_manul","Not mentioned",1443.1,102,"Otocolobus_manul","Mammal","Felidae","No","Yes","No"
"Pamphagidae","F",1494.3,121,"Pamphagidae","Insect","Orthoptere","No","No","No"
"Pamphagidae","M",1428.8,91,"Pamphagidae","Insect","Orthoptere","No","No","No"
"Pamphagidae","Not mentioned",1396.5,65,"Pamphagidae","Insect","Orthoptere","No","No","No"
"Pan_paniscus","F",1473.5,97,"Pan_panisucs","Mammal","Primate","No","Yes","No"
"Pan_paniscus","M",1457,99,"Pan_panisucs","Mammal","Primate","No","Yes","No"
"Pan_paniscus","Not mentioned",1462.9,103,"Pan_panisucs","Mammal","Primate","No","Yes","No"
"Pan_paniscus2","F",1473,89,"Pan_panisucs","Mammal","Primate","No","Yes","No"
"Pan_paniscus2","M",1468.5,122,"Pan_panisucs","Mammal","Primate","No","Yes","No"
"Pan_paniscus2","Not mentioned",1690.6,179,"Pan_panisucs","Mammal","Primate","No","Yes","No"
"Pan_paniscus3","F",1444.6,91,"Pan_panisucs","Mammal","Primate","No","Yes","No"
"Pan_paniscus3","M",1442,102,"Pan_panisucs","Mammal","Primate","No","Yes","No"
